"","qseqid","sseqid","stitle","evalue","bitscore","pident","qcovs","qcovhsp","query","superkingdom","phylum","class","order","family","genus","species"
"105","ASV162","gi|1858741572|gb|MT629852.1|","Pseudomonas koreensis strain SS NBRI 17 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"198620","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas koreensis"
"106","ASV163","gi|1702577438|gb|MN175146.1|","Uncultured bacterium clone vks6 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"107","ASV164","gi|78190517|gb|DQ177437.1|","Batkoa apiculata strain ARSEF3130 small subunit ribosomal RNA gene, partial sequence",0,900,100,100,100,"348615","Eukaryota","Zoopagomycota","Entomophthoromycetes","Entomophthorales","Entomophthoraceae","Batkoa","Batkoa apiculata"
"108","ASV166","gi|1669280748|gb|MK968758.1|","Erwinia mallotivora strain S50-1A1 16S ribosomal RNA gene, partial sequence",5.26e-122,451,98.814,100,100,"69222","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia mallotivora"
"109","ASV167","gi|1837905619|gb|CP044335.1|","Enterobacter hormaechei strain AKB48 chromosome, complete genome",2.45e-120,446,98.419,100,100,"158836","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter hormaechei"
"110","ASV168","gi|1109182176|gb|KU529469.1|","Asaia sp. clone 95 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1872642","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Asaia","Asaia sp."
"111","ASV169","gi|1601878330|gb|MK695947.1|","Apibacter muscae strain AL1 16S ribosomal RNA gene, partial sequence",1.18e-93,357,92.095,100,100,"2509004","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Apibacter","Apibacter muscae"
"112","ASV17","gi|1111655704|gb|KY299729.1|","Uncultured bacterium clone denovo55726 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"113","ASV172","gi|1389438126|gb|MH341938.1|","Pseudomonas sp. strain WA7-2-2 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"306","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp."
"114","ASV173","gi|1173235444|gb|KY875571.1|","Uncultured bacterium clone denovo17281 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"115","ASV176","gi|1607185043|gb|MK747304.1|","Uncultured bacterium clone 16S_rRNA_OTU_8114 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"116","ASV177","gi|1474769993|gb|MH445149.1|","Uncultured bacterium clone JSP_230 16S ribosomal RNA gene, and 16S-23S ribosomal RNA intergenic spacer gene, region",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"117","ASV178","gi|1861039699|dbj|LC546526.1|","Sphingomonas sp. LE-112 gene for 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"118","ASV18","gi|1800440842|dbj|LC519864.1|","Lactobacillus ozensis JCM 17196 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"866801","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Apilactobacillus","Apilactobacillus ozensis"
"119","ASV183","gi|1194871852|gb|MF014861.1|","Uncultured bacterium clone 10527 16S ribosomal RNA gene, partial sequence",1.13e-123,457,99.209,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"120","ASV184","gi|1861039785|dbj|LC546612.1|","Methylobacterium sp. SO-204 gene for 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"409","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium sp."
"121","ASV185","gi|1830358303|gb|MT322959.1|","Roseateles sp. strain SRS-158-F-2019 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1971397","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Roseateles","Roseateles sp."
"122","ASV188","gi|1861039686|dbj|LC546513.1|","Methylobacterium sp. BR-244 gene for 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"409","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium","Methylobacterium sp."
"123","ASV189","gi|1336504977|gb|MG859071.1|","Uncultured bacterium clone OTU1283_Y_2_SB_1815867 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"124","ASV19","gi|1858273107|gb|MT613936.1|","Providencia sp. strain NwMCC01910069 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"589","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia","Providencia sp."
"125","ASV190","gi|1855411423|gb|MT611574.1|","Lactococcus garvieae strain 2542 16S ribosomal RNA gene, partial sequence",1.87e-126,466,100,100,100,"1363","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus garvieae"
"126","ASV191","gi|1764358694|gb|MN559805.1|","Fructobacillus fructosus strain DPC7235 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1631","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Fructobacillus","Fructobacillus fructosus"
"127","ASV192","gi|1676452630|gb|MN006020.1|","Morganella sp. (in: Bacteria) strain RS90.1 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1912315","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","Morganella sp. (in: enterobacteria)"
"128","ASV193","gi|1035440058|gb|KT068300.1|","Uncultured organism clone OTU_389 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"155900",NA,NA,NA,NA,NA,NA,"uncultured organism"
"129","ASV196","gi|2510073581|gb|OR045486.1|","Uncultured Salmonella sp. clone OTU73 16S ribosomal RNA gene, partial sequence",5.3e-117,435,97.638,100,100,"263771","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","uncultured Salmonella sp."
"130","ASV198","gi|1839337088|gb|MT445047.1|","Sphingomonas sp. strain V-47 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"131","ASV199","gi|1798226647|gb|MN960193.1|","Gluconobacter sp. strain PFY-7 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1876758","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconobacter","Gluconobacter sp."
"132","ASV2","gi|1851967092|gb|MT590313.1|","Wolbachia endosymbiont of Aedes albopictus clone YTAAL1 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"167957","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia endosymbiont of Aedes albopictus"
"133","ASV201","gi|1800440842|dbj|LC519864.1|","Lactobacillus ozensis JCM 17196 gene for 16S rRNA, partial sequence",2.43e-125,462,99.605,100,100,"866801","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Apilactobacillus","Apilactobacillus ozensis"
"134","ASV202","gi|1728466350|gb|MN367097.1|","Gluconobacter oxydans strain EB2016-83 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"442","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconobacter","Gluconobacter oxydans"
"135","ASV204","gi|1839337122|gb|MT445081.1|","Uncultured bacterium clone OTU_26 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"136","ASV205","gi|1862734813|gb|CP055277.1|","Acinetobacter sp. NEB 394 chromosome, complete genome",5.23e-127,468,100,100,100,"2743575","Bacteria","Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter sp. NEB 394"
"137","ASV207","gi|1857302969|gb|MT613387.1|","Pectobacterium sp. strain 44-2 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1913084","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium","Pectobacterium sp."
"138","ASV209","gi|1801968380|gb|MN989100.1|","Novosphingobium sp. strain B4K030 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1874826","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium sp."
"139","ASV21","gi|1825798917|gb|MT254875.1|","Bacterium strain BH2S4 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1869227","Bacteria",NA,NA,NA,NA,NA,"bacterium"
"140","ASV210","gi|1352523614|gb|MH011942.1|","Pantoea cypripedii strain T8H6 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"55209","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea cypripedii"
"141","ASV211","gi|1534885812|gb|MH325167.1|","Peronospora effusa isolate R14 mitochondrion, complete genome",6.79e-126,464,99.606,100,100,"542832","Eukaryota","Oomycota",NA,"Peronosporales","Peronosporaceae","Peronospora","Peronospora effusa"
"142","ASV212","gi|1846525763|gb|MT539110.1|","Pseudomonas benzopyrenica strain BaP3 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"2993566","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas benzopyrenica"
"143","ASV214","gi|1696755505|gb|CP032485.1|","Neokomagataea tanensis strain AH13 = NBRC 106556 chromosome, complete genome",5.23e-127,468,100,100,100,"661191","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Neokomagataea","Neokomagataea tanensis"
"144","ASV215","gi|1815599115|gb|MT125909.1|","Sphingomonas rubra strain KUBOTR3 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"634430","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas rubra"
"145","ASV216","gi|1861039664|dbj|LC546491.1|","Sphingomonas sp. BR-159 gene for 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"146","ASV218","gi|1758156574|gb|MN543767.1|","Shouchella lehensis strain MLB2 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"300825","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Shouchella","Shouchella lehensis"
"147","ASV219","gi|145307977|gb|EF392513.1|","Batkoa apiculata strain ARSEF 3130 small subunit ribosomal RNA gene, partial sequence; mitochondrial",3.07e-110,412,98.298,77,77,"348615","Eukaryota","Zoopagomycota","Entomophthoromycetes","Entomophthorales","Entomophthoraceae","Batkoa","Batkoa apiculata"
"148","ASV22","gi|1835259407|gb|MT386309.1|","Enterobacteriaceae bacterium strain Atelim3M 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"1849603","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,"Enterobacteriaceae bacterium"
"149","ASV226","gi|2237346996|emb|OW762334.1|","uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43",5.3e-117,435,97.638,100,100,"221218","Bacteria",NA,NA,NA,NA,NA,"uncultured Parcubacteria group bacterium"
"150","ASV23","gi|1859964782|gb|MT645510.1|","Lactococcus lactis strain 4355 16S ribosomal RNA gene, partial sequence",1.87e-126,466,100,100,100,"1358","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis"
"151","ASV231","gi|145286148|gb|EF516822.1|","Uncultured bacterium clone FCPS743 16S ribosomal RNA gene, complete sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"152","ASV232","gi|1845862610|gb|MT514502.1|","Aquincola agrisoli strain MAHUQ-54 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"3119538","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Aquincola","Aquincola agrisoli"
"153","ASV233","gi|1530828875|gb|MK262894.1|","Uncultured Arsenophonus sp. clone Ag3 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"575657","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Morganellaceae","Arsenophonus","uncultured Arsenophonus sp."
"154","ASV235","gi|1782951323|dbj|AB832506.1|","Mucilaginibacter sp. Ri2Ps_4863 gene for 16S rRNA, partial sequence",5.23e-127,468,100,100,100,"1359947","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter sp. Ri2Ps_4863"
"155","ASV236","gi|1860271842|gb|MT649291.1|","Arthrobacter sp. strain JJ-1 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1667","Bacteria","Actinomycetota","Actinomycetes","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter sp."
"156","ASV237","gi|1189448995|gb|MF047689.1|","Uncultured bacterium clone A1107 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"157","ASV238","gi|1837934474|gb|MT433881.1|","Sphingomonas sp. strain DA7 and DA9 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"158","ASV239","gi|1812592003|gb|MT110907.1|","Uncultured bacterium clone TSCW_OTU_237 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"159","ASV240","gi|1853542579|gb|MT605502.1|","Pantoea endophytica strain WS1-5 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"92488","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","Pantoea endophytica"
"160","ASV241","gi|1770819665|gb|MN628550.1|","Uncultured bacterium clone SymL51 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"161","ASV242","gi|1389173573|gb|MH337769.1|","Uncultured bacterium clone OTU74 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"162","ASV243","gi|1237408708|ref|NC_035636.1|","Pithomyces chartarum mitochondrion, complete genome",6.23e-157,568,100,100,100,"1892770","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces chartarum"
"163","ASV245","gi|636560699|ref|NR_116759.1|","Orbus hercynius strain CN3 16S ribosomal RNA, partial sequence",5.23e-127,468,100,100,100,"593135","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Orbus","Orbus hercynius"
"164","ASV246","gi|111143410|gb|DQ837615.1|","Uncultured beta proteobacterium clone HBG_B1V3-4 16S ribosomal RNA gene, partial sequence",2.45e-120,446,98.419,100,100,"86027","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,"uncultured beta proteobacterium"
"165","ASV248","gi|1336503961|gb|MG858055.1|","Uncultured bacterium clone OTU208_Y_1_A_1161977 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"166","ASV249","gi|943849147|gb|KT017422.1|","Uncultured prokaryote clone OTU_4261 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"198431",NA,NA,NA,NA,NA,NA,"uncultured prokaryote"
"167","ASV25","gi|1860069210|gb|MT645673.1|","Serratia marcescens strain N1.14 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"615","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia marcescens"
"168","ASV250","gi|1189448047|gb|MF046741.1|","Uncultured bacterium clone A159 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"169","ASV252","gi|1835886482|gb|MT409567.1|","Xanthomonas translucens strain J8A3SARS 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"343","Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Xanthomonas","Xanthomonas translucens"
"170","ASV253","gi|1219686361|gb|MF524158.1|","Pedobacter sp. strain MadaFrogSkinBac.DB-.2501 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1411316","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter sp."
"171","ASV255","gi|1173240104|gb|KY880231.1|","Uncultured bacterium clone denovo7165 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"172","ASV256","gi|1740135768|gb|MN450530.1|","Ignatzschineria ureiclastica strain X83475 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"472582","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Ignatzschineriaceae","Ignatzschineria","Ignatzschineria ureiclastica"
"173","ASV257","gi|1770960942|gb|MN629078.1|","Sphingomonas paucimobilis strain B37 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"13689","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas paucimobilis"
"174","ASV258","gi|1767042957|gb|MN582962.1|","Rheinheimera arenilitoris strain EWF1 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"1520894","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera","Rheinheimera arenilitoris"
"175","ASV259","gi|316981680|dbj|AB582215.1|","Uncultured bacterium gene for 16S rRNA, partial sequence, clone: M03_1_P11",5.23e-127,468,100,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"176","ASV26","gi|1050244000|gb|KU571831.1|","Uncultured bacterium clone denovo101267 16S ribosomal RNA gene, partial sequence",2.43e-125,462,99.605,100,100,"77133","Bacteria",NA,NA,NA,NA,NA,"uncultured bacterium"
"177","ASV260","gi|1386551248|gb|MF326496.1|","Sphingomonas sp. strain 163RS 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"28214","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas sp."
"178","ASV261","gi|1824633729|gb|MN602834.1|","Helianthus annuus isolate Var33 chloroplast, complete genome",5.38e-107,401,95.257,100,100,"4232","Eukaryota","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Helianthus","Helianthus annuus"
"179","ASV263","gi|1805667075|gb|MT023386.1|","Devosia riboflavina strain XM9 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"46914","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia","Devosia riboflavina"
"180","ASV264","gi|1842074007|gb|MT476375.1|","Cronobacter sakazakii strain BW190346 16S ribosomal RNA gene, partial sequence",5.23e-127,468,100,100,100,"28141","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","Cronobacter sakazakii"
